Member_number,Date,itemDescription,Day,Season,Vacation
4726,6/02/2015,whole milk,Wed,Winter,Yes
4353,25/05/2015,bottled beer,Thu,Winter,Yes
4017,13/08/2015,pork,Fri,Winter,Yes
1422,21/08/2015,other vegetables,Sat,Winter,Yes
2714,15/03/2015,yogurt,Sun,Winter,Yes
2769,21/07/2015,sparkling wine,Mon,Winter,Yes
4166,30/04/2015,bottled water,Tue,Winter,Yes
3614,2/03/2015,citrus fruit,Wed,Winter,Yes
4361,5/09/2015,hamburger meat,Thu,Winter,Yes
1922,22/09/2015,packaged fruit/vegetables,Fri,Winter,Yes
4728,6/09/2015,other vegetables,Sat,Winter,Yes
3646,8/08/2015,soda,Sun,Winter,Yes
1155,10/08/2015,whole milk,Mon,Winter,Yes
2119,11/06/2015,herbs,Tue,Winter,Yes
1602,29/08/2015,citrus fruit,Wed,Winter,Yes
1074,24/06/2015,misc. beverages,Thu,Winter,Yes
2256,11/04/2015,female sanitary products,Fri,Winter,Yes
1348,17/09/2015,soda,Sat,Winter,Yes
3806,28/08/2015,tropical fruit,Sun,Winter,Yes
1711,6/06/2015,soda,Mon,Winter,Yes
3959,12/04/2015,white bread,Tue,Winter,Yes
1590,15/08/2015,coffee,Wed,Winter,Yes
1962,8/06/2015,tropical fruit,Thu,Winter,Yes
1766,21/01/2015,pork,Fri,Winter,Yes
2551,21/10/2015,citrus fruit,Sat,Winter,Yes
2294,23/09/2015,frankfurter,Sun,Winter,Yes
4531,29/05/2015,frankfurter,Mon,Winter,Yes
2957,12/04/2015,frankfurter,Tue,Winter,Yes
4415,27/01/2015,other vegetables,Wed,Winter,Yes
1476,26/08/2015,yogurt,Thu,Winter,Yes
3978,23/07/2015,sausage,Fri,Winter,Yes
2062,22/09/2015,whole milk,Sat,Winter,Yes
3252,28/06/2015,pip fruit,Sun,Winter,Yes
3922,24/06/2015,whole milk,Mon,Winter,Yes
1491,17/10/2015,root vegetables,Tue,Winter,Yes
3526,26/08/2015,onions,Wed,Winter,Yes
4060,11/12/2015,specialty chocolate,Thu,Winter,Yes
1067,8/04/2015,hamburger meat,Fri,Winter,Yes
2840,27/01/2015,photo/film,Sat,Winter,Yes
4484,27/11/2015,rolls/buns,Sun,Winter,Yes
2353,7/02/2015,canned beer,Mon,Winter,Yes
3130,18/02/2015,canned beer,Tue,Winter,Yes
4273,14/06/2015,other vegetables,Wed,Winter,Yes
4565,30/12/2015,canned beer,Thu,Winter,Yes
2504,14/08/2015,curd,Fri,Winter,Yes
4127,23/10/2015,butter,Sat,Winter,Yes
2690,1/04/2015,other vegetables,Sun,Winter,Yes
4129,22/09/2015,whole milk,Mon,Winter,Yes
4511,29/06/2015,beef,Tue,Winter,Yes
1602,4/08/2015,sausage,Wed,Winter,Yes
4369,1/02/2015,soda,Thu,Winter,Yes
1302,29/09/2015,fruit/vegetable juice,Fri,Winter,Yes
3326,30/04/2015,rolls/buns,Sat,Winter,Yes
2066,21/05/2015,pip fruit,Sun,Winter,Yes
3483,15/01/2015,frozen vegetables,Mon,Winter,Yes
2840,12/02/2015,beverages,Tue,Winter,Yes
1807,18/05/2015,hamburger meat,Wed,Winter,Yes
2067,12/08/2015,root vegetables,Thu,Winter,Yes
3783,17/02/2015,canned beer,Fri,Winter,Yes
2884,4/01/2015,frozen vegetables,Sat,Winter,Yes
2908,15/03/2015,canned beer,Sun,Winter,Yes
1330,10/07/2015,newspapers,Mon,Winter,Yes
2293,8/05/2015,rolls/buns,Tue,Winter,Yes
3718,20/05/2015,hamburger meat,Wed,Winter,Yes
4338,25/01/2015,pip fruit,Thu,Winter,Yes
3486,8/11/2015,canned beer,Fri,Winter,Yes
3635,4/09/2015,grapes,Sat,Winter,Yes
2857,18/02/2015,root vegetables,Sun,Winter,Yes
3684,13/08/2015,citrus fruit,Mon,Winter,Yes
3120,20/10/2015,cling film/bags,Tue,Winter,Yes
3872,19/03/2015,frankfurter,Wed,Winter,Yes
2777,7/04/2015,whole milk,Thu,Winter,Yes
2702,27/05/2015,pork,Fri,Winter,Yes
4796,29/06/2015,chicken,Sat,Winter,Yes
1564,23/10/2015,sausage,Sun,Winter,Yes
2740,2/07/2015,specialty bar,Mon,Winter,Yes
1833,13/04/2015,whipped/sour cream,Tue,Winter,Yes
1757,23/12/2015,root vegetables,Wed,Winter,Yes
2975,24/10/2015,rolls/buns,Thu,Winter,Yes
4032,10/08/2015,other vegetables,Fri,Winter,Yes
3979,16/09/2015,citrus fruit,Sat,Winter,Yes
3772,9/03/2015,whole milk,Sun,Winter,Yes
4523,28/10/2015,frankfurter,Mon,Winter,Yes
4004,19/04/2015,coffee,Tue,Winter,Yes
2936,8/06/2015,ham,Wed,Winter,Yes
2394,21/06/2015,canned beer,Thu,Winter,Yes
4616,16/08/2015,canned beer,Fri,Winter,Yes
2362,8/07/2015,canned beer,Sat,Winter,Yes
3593,3/11/2015,pip fruit,Sun,Winter,Yes
4389,27/08/2015,pork,Mon,Winter,Yes
3206,11/08/2015,soap,Tue,Winter,Yes
4601,4/01/2015,pip fruit,Wed,Winter,Yes
4382,13/11/2015,beef,Thu,Winter,Yes
2718,8/06/2015,sausage,Fri,Winter,Yes
4691,12/10/2015,frozen chicken,Sat,Winter,Yes
3735,28/11/2015,soda,Sun,Winter,Yes
3900,20/12/2015,tropical fruit,Mon,Winter,Yes
4959,30/06/2015,other vegetables,Tue,Winter,Yes
1815,30/08/2015,beef,Wed,Winter,Yes
2454,8/04/2015,meat,Thu,Winter,Yes
4778,15/01/2015,meat,Fri,Winter,Yes
2289,4/11/2015,bottled water,Sat,Winter,Yes
1734,13/07/2015,rolls/buns,Sun,Winter,Yes
4019,5/02/2015,pastry,Mon,Winter,Yes
4605,28/05/2015,pork,Tue,Winter,Yes
4864,14/11/2015,pip fruit,Wed,Winter,Yes
4205,22/02/2015,beef,Thu,Winter,Yes
1862,3/08/2015,beef,Fri,Winter,Yes
1846,19/07/2015,rolls/buns,Sat,Winter,Yes
2019,28/05/2015,citrus fruit,Sun,Winter,Yes
2042,19/11/2015,meat,Mon,Winter,Yes
1768,26/05/2015,beverages,Tue,Winter,Yes
3847,26/03/2015,beef,Wed,Winter,Yes
3557,20/07/2015,ham,Thu,Winter,Yes
3975,27/02/2015,hamburger meat,Fri,Winter,Yes
4198,18/03/2015,beef,Sat,Winter,Yes
2580,4/09/2015,beef,Sun,Winter,Yes
3474,25/08/2015,root vegetables,Mon,Winter,Yes
1678,14/11/2015,citrus fruit,Tue,Winter,Yes
4254,14/08/2015,yogurt,Wed,Winter,Yes
4704,21/08/2015,tropical fruit,Thu,Winter,Yes
3343,10/05/2015,frankfurter,Fri,Winter,Yes
3812,24/06/2015,beef,Sat,Winter,Yes
3093,13/03/2015,shopping bags,Sun,Winter,Yes
2170,18/06/2015,canned beer,Mon,Winter,Yes
4867,29/10/2015,rolls/buns,Tue,Winter,Yes
3899,23/03/2015,other vegetables,Wed,Winter,Yes
2941,3/10/2015,hamburger meat,Thu,Winter,Yes
1958,3/07/2015,hamburger meat,Fri,Winter,Yes
2760,8/08/2015,frankfurter,Sat,Winter,Yes
4413,3/08/2015,bottled beer,Sun,Winter,Yes
1737,15/05/2015,tropical fruit,Mon,Winter,Yes
4202,18/02/2015,soda,Tue,Winter,Yes
1065,13/11/2015,frankfurter,Wed,Winter,Yes
3819,28/06/2015,chicken,Thu,Winter,Yes
2854,8/02/2015,coffee,Fri,Winter,Yes
4387,16/09/2015,whole milk,Sat,Winter,Yes
4530,12/04/2015,margarine,Sun,Winter,Yes
4191,3/11/2015,tropical fruit,Mon,Winter,Yes
3102,4/12/2015,meat,Tue,Winter,Yes
1946,25/01/2015,cream cheese ,Wed,Winter,Yes
2156,15/05/2015,newspapers,Thu,Winter,Yes
1444,16/12/2015,rolls/buns,Fri,Winter,Yes
1699,14/05/2015,citrus fruit,Sat,Winter,Yes
4954,4/05/2015,whole milk,Sun,Winter,Yes
2207,8/04/2015,frankfurter,Mon,Winter,Yes
4826,28/01/2015,ham,Tue,Winter,Yes
2374,8/06/2015,frankfurter,Wed,Winter,Yes
1604,18/08/2015,sausage,Thu,Winter,Yes
4437,29/11/2015,domestic eggs,Fri,Winter,Yes
2319,10/05/2015,whole milk,Sat,Winter,Yes
3018,27/06/2015,rolls/buns,Sun,Winter,Yes
1195,28/09/2015,whole milk,Mon,Winter,Yes
1768,4/09/2015,sausage,Tue,Winter,Yes
3017,28/09/2015,curd,Wed,Winter,Yes
3384,29/11/2015,bottled water,Thu,Winter,Yes
1918,30/01/2015,beef,Fri,Winter,Yes
2524,17/10/2015,frankfurter,Sat,Winter,Yes
2798,17/06/2015,chicken,Sun,Winter,Yes
2096,25/01/2015,sausage,Mon,Winter,Yes
1489,13/03/2015,pork,Tue,Winter,Yes
1431,20/07/2015,yogurt,Wed,Winter,Yes
2747,5/07/2015,whole milk,Thu,Winter,Yes
3054,22/03/2015,frankfurter,Fri,Winter,Yes
2691,9/10/2015,beef,Sat,Winter,Yes
1752,19/04/2015,pip fruit,Sun,Winter,Yes
3027,15/09/2015,sausage,Mon,Winter,Yes
4452,17/06/2015,pastry,Tue,Winter,Yes
4129,13/08/2015,chicken,Wed,Winter,Yes
3523,9/11/2015,root vegetables,Thu,Winter,Yes
2128,11/02/2015,whole milk,Fri,Winter,Yes
4867,3/02/2015,detergent,Sat,Winter,Yes
4762,30/10/2015,rolls/buns,Sun,Winter,Yes
1632,29/05/2015,house keeping products,Mon,Winter,Yes
4018,17/11/2015,yogurt,Tue,Winter,Yes
1722,13/07/2015,tropical fruit,Wed,Winter,Yes
1438,19/10/2015,tropical fruit,Thu,Winter,Yes
3958,27/10/2015,curd,Fri,Winter,Yes
3292,13/09/2015,beef,Sat,Winter,Yes
2861,23/02/2015,whole milk,Sun,Winter,Yes
1757,24/02/2015,pork,Mon,Winter,Yes
1509,30/12/2015,other vegetables,Tue,Winter,Yes
2364,11/05/2015,rolls/buns,Wed,Winter,Yes
3084,26/10/2015,frankfurter,Thu,Winter,Yes
1850,17/02/2015,yogurt,Fri,Winter,Yes
1949,17/03/2015,whole milk,Sat,Winter,Yes
4740,2/10/2015,bottled water,Sun,Winter,Yes
1072,23/10/2015,frankfurter,Mon,Winter,Yes
4196,9/07/2015,rolls/buns,Tue,Winter,Yes
4814,13/09/2015,whole milk,Wed,Winter,Yes
1514,28/02/2015,rolls/buns,Thu,Winter,Yes
4584,25/10/2015,chicken,Fri,Winter,Yes
2751,3/02/2015,tropical fruit,Sat,Winter,Yes
4155,24/09/2015,sausage,Sun,Winter,Yes
4670,11/10/2015,sausage,Mon,Winter,Yes
4566,27/07/2015,frankfurter,Tue,Winter,Yes
2371,30/08/2015,UHT-milk,Wed,Winter,Yes
3442,14/11/2015,rolls/buns,Thu,Winter,Yes
3090,27/09/2015,canned beer,Fri,Winter,Yes
1457,9/01/2015,yogurt,Sat,Winter,Yes
4952,8/04/2015,whipped/sour cream,Sun,Winter,Yes
3165,11/01/2015,rolls/buns,Mon,Winter,Yes
2608,19/09/2015,rolls/buns,Tue,Winter,Yes
2040,7/10/2015,beverages,Wed,Winter,Yes
1327,9/08/2015,rolls/buns,Thu,Winter,Yes
3363,7/01/2015,rolls/buns,Fri,Winter,Yes
1731,9/09/2015,bottled beer,Sat,Winter,Yes
2760,2/08/2015,citrus fruit,Sun,Winter,Yes
3120,14/01/2015,bottled water,Mon,Winter,Yes
1332,30/04/2015,pastry,Tue,Winter,Yes
4530,12/09/2015,domestic eggs,Wed,Winter,Yes
3145,23/02/2015,beef,Thu,Winter,Yes
1099,13/08/2015,spread cheese,Fri,Winter,Yes
3188,6/12/2015,tropical fruit,Sat,Winter,Yes
3748,13/10/2015,packaged fruit/vegetables,Sun,Winter,Yes
4655,31/03/2015,whole milk,Mon,Winter,Yes
1827,1/05/2015,meat,Tue,Winter,Yes
2485,17/02/2015,onions,Wed,Winter,Yes
4683,15/01/2015,frankfurter,Thu,Winter,Yes
4358,6/11/2015,beef,Fri,Winter,Yes
1931,9/10/2015,beef,Sat,Winter,Yes
2490,18/12/2015,sausage,Sun,Winter,Yes
4842,8/12/2015,chicken,Mon,Winter,Yes
4616,1/01/2015,canned beer,Tue,Winter,Yes
2810,22/09/2015,sausage,Wed,Winter,Yes
2785,18/10/2015,tropical fruit,Thu,Winter,Yes
3591,20/07/2015,frankfurter,Fri,Winter,Yes
3896,10/09/2015,sausage,Sat,Winter,Yes
3842,1/07/2015,beef,Sun,Winter,Yes
2648,10/07/2015,tropical fruit,Mon,Winter,Yes
4688,2/10/2015,yogurt,Tue,Winter,Yes
3511,26/08/2015,frankfurter,Wed,Winter,Yes
3084,4/09/2015,bottled beer,Thu,Winter,Yes
3810,7/05/2015,grapes,Fri,Winter,Yes
4348,26/02/2015,beverages,Sat,Winter,Yes
3584,10/03/2015,curd,Sun,Winter,Yes
2620,11/06/2015,ice cream,Mon,Winter,Yes
2716,18/01/2015,sausage,Tue,Winter,Yes
3797,10/08/2015,other vegetables,Wed,Winter,Yes
2976,2/06/2015,dessert,Thu,Winter,Yes
2762,7/11/2015,decalcifier,Fri,Winter,Yes
3752,25/04/2015,canned beer,Sat,Winter,Yes
1659,30/11/2015,coffee,Sun,Winter,Yes
4109,8/02/2015,berries,Mon,Winter,Yes
1542,7/08/2015,pork,Tue,Winter,Yes
2068,7/06/2015,frankfurter,Wed,Winter,Yes
4509,14/06/2015,pork,Thu,Winter,Yes
4646,14/06/2015,frankfurter,Fri,Winter,Yes
2122,7/04/2015,frozen dessert,Sat,Winter,Yes
2730,15/06/2015,chicken,Sun,Winter,Yes
1800,31/07/2015,vinegar,Mon,Winter,Yes
1456,18/09/2015,rolls/buns,Tue,Winter,Yes
1138,2/09/2015,whole milk,Wed,Winter,Yes
4104,12/06/2015,pork,Thu,Winter,Yes
4985,28/02/2015,rolls/buns,Fri,Winter,Yes
3181,13/12/2015,grapes,Sat,Winter,Yes
3178,21/10/2015,frankfurter,Sun,Winter,Yes
1688,10/11/2015,finished products,Mon,Winter,Yes
1488,28/11/2015,onions,Tue,Winter,Yes
4975,8/05/2015,tropical fruit,Wed,Winter,Yes
4697,9/01/2015,other vegetables,Thu,Winter,Yes
4742,11/01/2015,ham,Fri,Winter,Yes
2640,22/04/2015,other vegetables,Sat,Winter,Yes
2548,25/12/2015,curd,Sun,Winter,Yes
2825,29/12/2015,sausage,Mon,Winter,Yes
2592,4/07/2015,canned beer,Tue,Winter,Yes
3622,28/12/2015,ham,Wed,Winter,Yes
4852,21/08/2015,packaged fruit/vegetables,Thu,Winter,Yes
1839,3/09/2015,meat,Fri,Winter,Yes
2413,4/04/2015,whole milk,Sat,Winter,Yes
2982,14/06/2015,canned beer,Sun,Winter,Yes
1981,31/10/2015,chicken,Mon,Winter,Yes
4440,21/09/2015,rolls/buns,Tue,Winter,Yes
3497,24/11/2015,pet care,Wed,Winter,Yes
3668,18/12/2015,root vegetables,Thu,Winter,Yes
4460,28/05/2015,pastry,Fri,Winter,Yes
1335,16/01/2015,frankfurter,Sat,Winter,Yes
4303,7/12/2015,chicken,Sun,Winter,Yes
3508,28/02/2015,frozen dessert,Mon,Winter,Yes
1959,19/03/2015,citrus fruit,Tue,Winter,Yes
3856,6/03/2015,sausage,Wed,Winter,Yes
3141,29/07/2015,root vegetables,Thu,Winter,Yes
4640,25/09/2015,root vegetables,Fri,Winter,Yes
4851,25/05/2015,bottled beer,Sat,Winter,Yes
3306,22/09/2015,frankfurter,Sun,Winter,Yes
2193,8/04/2015,root vegetables,Mon,Winter,Yes
1156,13/09/2015,berries,Tue,Winter,Yes
4596,8/04/2015,hamburger meat,Wed,Winter,Yes
1245,8/10/2015,tropical fruit,Thu,Winter,Yes
1515,5/07/2015,frankfurter,Fri,Winter,Yes
2564,14/07/2015,frankfurter,Sat,Winter,Yes
4527,18/10/2015,soda,Sun,Winter,Yes
2487,9/07/2015,ice cream,Mon,Winter,Yes
3420,27/02/2015,beef,Tue,Winter,Yes
4442,28/11/2015,whole milk,Wed,Winter,Yes
3164,30/04/2015,pork,Thu,Winter,Yes
3601,1/04/2015,whole milk,Fri,Winter,Yes
3176,25/05/2015,bottled beer,Sat,Winter,Yes
2568,22/07/2015,pork,Sun,Winter,Yes
1856,26/10/2015,root vegetables,Mon,Winter,Yes
3859,30/09/2015,canned beer,Tue,Winter,Yes
1668,21/08/2015,citrus fruit,Wed,Winter,Yes
4499,23/08/2015,pip fruit,Thu,Winter,Yes
1753,21/08/2015,root vegetables,Fri,Winter,Yes
3829,25/06/2015,tropical fruit,Sat,Winter,Yes
4825,8/01/2015,beef,Sun,Winter,Yes
3694,10/11/2015,chicken,Mon,Winter,Yes
4147,2/01/2015,citrus fruit,Tue,Winter,Yes
2196,9/10/2015,meat,Wed,Winter,Yes
2229,22/05/2015,cream cheese ,Thu,Winter,Yes
4724,3/09/2015,citrus fruit,Fri,Winter,Yes
3066,11/10/2015,specialty bar,Sat,Winter,Yes
1120,8/06/2015,meat,Sun,Winter,Yes
4769,22/08/2015,citrus fruit,Mon,Winter,Yes
4711,17/09/2015,frankfurter,Tue,Winter,Yes
2391,22/06/2015,citrus fruit,Wed,Winter,Yes
1216,4/03/2015,turkey,Thu,Winter,Yes
3154,14/05/2015,citrus fruit,Fri,Winter,Yes
3911,30/07/2015,sausage,Sat,Winter,Yes
3111,15/10/2015,newspapers,Sun,Winter,Yes
1385,26/11/2015,whole milk,Mon,Winter,Yes
1158,21/03/2015,yogurt,Tue,Winter,Yes
2733,22/07/2015,yogurt,Wed,Winter,Yes
4999,26/12/2015,bottled water,Thu,Winter,Yes
2882,12/06/2015,berries,Fri,Winter,Yes
2590,25/06/2015,packaged fruit/vegetables,Sat,Winter,Yes
4249,4/08/2015,frankfurter,Sun,Winter,Yes
3012,3/05/2015,nuts/prunes,Mon,Winter,Yes
1533,7/11/2015,citrus fruit,Tue,Winter,Yes
1667,12/01/2015,beef,Wed,Winter,Yes
4323,13/05/2015,whole milk,Thu,Winter,Yes
2087,22/02/2015,other vegetables,Fri,Winter,Yes
1853,31/05/2015,beef,Sat,Winter,Yes
2157,29/10/2015,fish,Sun,Winter,Yes
1136,29/10/2015,other vegetables,Mon,Winter,Yes
2049,7/10/2015,tropical fruit,Tue,Winter,Yes
3122,2/05/2015,coffee,Wed,Winter,Yes
2245,15/05/2015,sausage,Thu,Winter,Yes
4746,18/10/2015,meat,Fri,Winter,Yes
4224,24/02/2015,chicken,Sat,Winter,Yes
4219,19/03/2015,berries,Sun,Winter,Yes
2641,1/01/2015,frozen meals,Mon,Winter,Yes
3173,25/07/2015,whipped/sour cream,Tue,Winter,Yes
2191,19/10/2015,beef,Wed,Winter,Yes
4212,7/04/2015,chicken,Thu,Winter,Yes
1902,1/12/2015,chicken,Fri,Winter,Yes
1347,27/03/2015,beef,Sat,Winter,Yes
1578,23/06/2015,packaged fruit/vegetables,Sun,Winter,Yes
1264,23/11/2015,sugar,Mon,Winter,Yes
4632,30/09/2015,frankfurter,Tue,Winter,Yes
3452,1/11/2015,berries,Wed,Winter,Yes
4822,10/02/2015,bottled water,Thu,Winter,Yes
3987,18/06/2015,sausage,Fri,Winter,Yes
1672,7/10/2015,whole milk,Sat,Winter,Yes
4864,1/12/2015,ice cream,Sun,Winter,Yes
3368,9/03/2015,frankfurter,Mon,Winter,Yes
1283,22/09/2015,root vegetables,Tue,Winter,Yes
4428,28/06/2015,sausage,Wed,Winter,Yes
2577,25/10/2015,sausage,Thu,Winter,Yes
1973,24/10/2015,beef,Fri,Winter,Yes
3284,23/01/2015,fruit/vegetable juice,Sat,Winter,Yes
1905,19/05/2015,sugar,Sun,Winter,Yes
2226,9/03/2015,berries,Mon,Winter,Yes
1932,4/09/2015,yogurt,Tue,Winter,Yes
4506,11/08/2015,pork,Wed,Winter,Yes
1843,27/11/2015,bottled beer,Thu,Winter,Yes
3973,27/07/2015,curd,Fri,Winter,Yes
1651,28/07/2015,beef,Sat,Winter,Yes
3997,12/10/2015,pork,Sun,Winter,Yes
4796,25/08/2015,white bread,Mon,Winter,Yes
1245,24/09/2015,grapes,Tue,Winter,Yes
3579,17/08/2015,potato products,Wed,Winter,Yes
4387,10/02/2015,root vegetables,Thu,Winter,Yes
2496,29/06/2015,chicken,Fri,Winter,Yes
3590,28/03/2015,chicken,Sat,Winter,Yes
2890,26/04/2015,fish,Sun,Winter,Yes
1401,27/01/2015,canned beer,Mon,Winter,Yes
3297,21/05/2015,other vegetables,Tue,Winter,Yes
2867,23/12/2015,chicken,Wed,Winter,Yes
1365,20/05/2015,other vegetables,Thu,Winter,Yes
2355,24/07/2015,tropical fruit,Fri,Winter,Yes
1170,19/03/2015,whole milk,Sat,Winter,Yes
3554,21/03/2015,beef,Sun,Winter,Yes
4171,26/01/2015,sausage,Mon,Winter,Yes
3963,17/09/2015,whole milk,Tue,Winter,Yes
3076,8/12/2015,rolls/buns,Wed,Winter,Yes
1629,17/05/2015,citrus fruit,Thu,Winter,Yes
1366,30/05/2015,whole milk,Fri,Winter,Yes
3677,29/07/2015,pastry,Sat,Winter,Yes
2844,21/05/2015,tropical fruit,Sun,Winter,Yes
4509,28/09/2015,sliced cheese,Mon,Winter,Yes
3245,11/05/2015,soda,Tue,Winter,Yes
2294,22/06/2015,ham,Wed,Winter,Yes
1234,20/11/2015,salty snack,Thu,Winter,Yes
3001,24/12/2015,whole milk,Fri,Winter,Yes
3587,5/08/2015,root vegetables,Sat,Winter,Yes
2700,22/01/2015,soda,Sun,Winter,Yes
3838,14/12/2015,curd,Mon,Winter,Yes
4045,22/12/2015,bottled water,Tue,Winter,Yes
1858,25/04/2015,packaged fruit/vegetables,Wed,Winter,Yes
2280,11/01/2015,tropical fruit,Thu,Winter,Yes
2454,6/04/2015,ham,Fri,Winter,Yes
4437,9/10/2015,pork,Sat,Winter,Yes
1685,30/03/2015,beverages,Sun,Winter,Yes
2349,26/02/2015,sausage,Mon,Winter,Yes
1463,24/12/2015,sausage,Tue,Winter,Yes
3470,19/02/2015,root vegetables,Wed,Winter,Yes
4914,29/11/2015,whole milk,Thu,Winter,Yes
2448,31/08/2015,frankfurter,Fri,Winter,Yes
3387,10/05/2015,soda,Sat,Winter,Yes
3167,4/11/2015,soda,Sun,Winter,Yes
3175,17/03/2015,frankfurter,Mon,Winter,Yes
2678,21/09/2015,berries,Tue,Winter,Yes
4627,18/12/2015,canned beer,Wed,Winter,Yes
1773,17/10/2015,frankfurter,Thu,Winter,Yes
3100,23/05/2015,frankfurter,Fri,Winter,Yes
3232,29/05/2015,berries,Sat,Winter,Yes
3673,12/08/2015,frankfurter,Sun,Winter,Yes
4068,19/11/2015,newspapers,Mon,Winter,Yes
2340,7/10/2015,frozen fish,Tue,Winter,Yes
1930,1/03/2015,tropical fruit,Wed,Winter,Yes
3526,2/06/2015,beef,Thu,Winter,Yes
1617,10/02/2015,rolls/buns,Fri,Winter,Yes
1028,11/07/2015,specialty chocolate,Sat,Winter,Yes
4440,1/12/2015,sparkling wine,Sun,Winter,Yes
3554,23/07/2015,citrus fruit,Mon,Winter,Yes
1632,15/12/2015,onions,Tue,Winter,Yes
1429,7/02/2015,whole milk,Wed,Winter,Yes
1225,20/05/2015,photo/film,Thu,Winter,Yes
2509,15/07/2015,hamburger meat,Fri,Winter,Yes
4945,2/08/2015,other vegetables,Sat,Winter,Yes
4342,18/03/2015,whole milk,Sun,Winter,Yes
1832,28/09/2015,pork,Mon,Winter,Yes
1518,21/06/2015,tropical fruit,Tue,Winter,Yes
1512,20/09/2015,chicken,Wed,Winter,Yes
4818,20/03/2015,other vegetables,Thu,Winter,Yes
4686,19/08/2015,sausage,Fri,Winter,Yes
4986,1/02/2015,whole milk,Sat,Winter,Yes
2755,6/02/2015,rolls/buns,Sun,Winter,Yes
4532,29/11/2015,hygiene articles,Mon,Winter,Yes
2070,16/08/2015,ice cream,Tue,Winter,Yes
1894,9/05/2015,curd,Wed,Winter,Yes
3473,25/01/2015,whole milk,Thu,Winter,Yes
2140,28/09/2015,onions,Fri,Winter,Yes
3286,23/12/2015,finished products,Sat,Winter,Yes
4729,8/04/2015,salt,Sun,Winter,Yes
3204,20/02/2015,tropical fruit,Mon,Winter,Yes
1574,18/04/2015,other vegetables,Tue,Winter,Yes
3361,22/07/2015,chocolate,Wed,Winter,Yes
1776,25/02/2015,ice cream,Thu,Winter,Yes
2009,11/10/2015,tropical fruit,Fri,Winter,Yes
3479,24/03/2015,frankfurter,Sat,Winter,Yes
2394,22/11/2015,butter,Sun,Winter,Yes
1337,25/12/2015,other vegetables,Mon,Winter,Yes
3574,13/06/2015,tropical fruit,Tue,Winter,Yes
1727,18/07/2015,citrus fruit,Wed,Winter,Yes
1016,5/10/2015,UHT-milk,Thu,Winter,Yes
4326,21/01/2015,beef,Fri,Winter,Yes
2212,22/09/2015,curd,Sat,Winter,Yes
1990,1/08/2015,citrus fruit,Sun,Winter,Yes
3836,6/12/2015,yogurt,Mon,Winter,Yes
4560,1/07/2015,bottled beer,Tue,Winter,Yes
1119,4/02/2015,grapes,Wed,Winter,Yes
1379,18/05/2015,pork,Thu,Winter,Yes
1658,3/09/2015,sausage,Fri,Winter,Yes
2948,16/06/2015,frankfurter,Sat,Winter,Yes
1273,4/05/2015,artif. sweetener,Sun,Winter,Yes
1155,27/12/2015,frankfurter,Mon,Winter,Yes
1672,5/02/2015,pip fruit,Tue,Winter,Yes
3841,2/04/2015,frankfurter,Wed,Winter,Yes
1683,20/08/2015,whole milk,Thu,Winter,Yes
1774,7/08/2015,domestic eggs,Fri,Winter,Yes
4441,17/06/2015,packaged fruit/vegetables,Sat,Winter,Yes
1929,2/05/2015,chicken,Sun,Winter,Yes
1273,31/01/2015,pork,Mon,Winter,Yes
2920,11/10/2015,citrus fruit,Tue,Winter,Yes
2467,18/04/2015,light bulbs,Wed,Winter,Yes
2678,28/11/2015,cream cheese ,Thu,Winter,Yes
3423,2/06/2015,sausage,Fri,Winter,Yes
4223,19/07/2015,citrus fruit,Sat,Winter,Yes
2846,23/09/2015,other vegetables,Sun,Winter,Yes
4103,26/07/2015,chicken,Mon,Winter,Yes
4789,2/05/2015,ice cream,Tue,Winter,Yes
4916,26/02/2015,pork,Wed,Winter,Yes
2518,3/05/2015,pork,Thu,Winter,Yes
2622,7/03/2015,onions,Fri,Winter,Yes
4321,29/01/2015,tropical fruit,Sat,Winter,Yes
2050,28/06/2015,whipped/sour cream,Sun,Winter,Yes
2146,20/06/2015,berries,Mon,Winter,Yes
3938,26/05/2015,berries,Tue,Winter,Yes
1636,19/09/2015,rolls/buns,Wed,Winter,Yes
4694,29/07/2015,ice cream,Thu,Winter,Yes
2432,7/07/2015,coffee,Fri,Winter,Yes
4937,18/05/2015,whole milk,Sat,Winter,Yes
1293,1/03/2015,whole milk,Sun,Winter,Yes
2883,17/02/2015,citrus fruit,Mon,Winter,Yes
2267,30/01/2015,beef,Tue,Winter,Yes
3997,9/06/2015,pork,Wed,Winter,Yes
4792,20/07/2015,turkey,Thu,Winter,Yes
2292,25/03/2015,margarine,Fri,Winter,Yes
1018,23/05/2015,butter milk,Sat,Winter,Yes
4922,13/02/2015,beef,Sun,Winter,Yes
3151,25/09/2015,bottled water,Mon,Winter,Yes
2517,4/07/2015,pip fruit,Tue,Winter,Yes
1499,17/05/2015,whole milk,Wed,Winter,Yes
4993,21/01/2015,chocolate,Thu,Winter,Yes
1606,11/11/2015,frankfurter,Fri,Winter,Yes
2918,10/08/2015,whole milk,Sat,Winter,Yes
1815,13/01/2015,sausage,Sun,Winter,Yes
4524,5/07/2015,grapes,Mon,Winter,Yes
1395,11/06/2015,brown bread,Tue,Winter,Yes
3456,16/06/2015,root vegetables,Wed,Winter,Yes
1597,5/02/2015,UHT-milk,Thu,Winter,Yes
